desde_tipo,desde_id,relacion,hasta_tipo,hasta_id,km,tiempo_min
Ubicacion,2449,CONECTA_CON,Ubicacion,3643,5.62,7.16
Ubicacion,2449,CONECTA_CON,Ubicacion,2011,1.97,3.1
Ubicacion,2450,CONECTA_CON,Ubicacion,274,6.94,7.16
Ubicacion,2450,CONECTA_CON,Ubicacion,1783,9.47,10.45
Ubicacion,2450,CONECTA_CON,Ubicacion,2291,9.24,14.41
Ubicacion,2451,CONECTA_CON,Ubicacion,3704,6.65,9.47
Ubicacion,2451,CONECTA_CON,Ubicacion,2711,6.21,10.46
Ubicacion,2451,CONECTA_CON,Ubicacion,3311,6.01,6.32
Ubicacion,2452,CONECTA_CON,Ubicacion,1582,2.16,5.18
Ubicacion,2452,CONECTA_CON,Ubicacion,602,4.96,7.09
Ubicacion,2452,CONECTA_CON,Ubicacion,1553,5.3,7.76
Ubicacion,2453,CONECTA_CON,Ubicacion,2743,2.53,2.81
Ubicacion,2453,CONECTA_CON,Ubicacion,2824,1.57,1.75
Ubicacion,2453,CONECTA_CON,Ubicacion,1365,9.13,11.99
Ubicacion,2454,CONECTA_CON,Ubicacion,4464,3.78,6.83
Ubicacion,2454,CONECTA_CON,Ubicacion,223,8.88,10.19
Ubicacion,2454,CONECTA_CON,Ubicacion,1085,6.6,6.98
Ubicacion,2455,CONECTA_CON,Ubicacion,3198,4.65,12.99
Ubicacion,2455,CONECTA_CON,Ubicacion,3416,7.89,17.73
Ubicacion,2455,CONECTA_CON,Ubicacion,1217,5.18,5.55
Ubicacion,2456,CONECTA_CON,Ubicacion,2902,7.16,7.52
Ubicacion,2456,CONECTA_CON,Ubicacion,4024,4.05,4.09
Ubicacion,2456,CONECTA_CON,Ubicacion,625,1.79,2.59
Ubicacion,2457,CONECTA_CON,Ubicacion,4914,3.08,4.96
Ubicacion,2457,CONECTA_CON,Ubicacion,1879,1.81,3.38
Ubicacion,2457,CONECTA_CON,Ubicacion,3663,2.53,5.85
Ubicacion,2458,CONECTA_CON,Ubicacion,1470,3.86,6.61
Ubicacion,2458,CONECTA_CON,Ubicacion,4399,6.2,6.73
Ubicacion,2458,CONECTA_CON,Ubicacion,964,6.69,16.22
Ubicacion,2459,CONECTA_CON,Ubicacion,2730,1.94,2.04
Ubicacion,2459,CONECTA_CON,Ubicacion,2449,5.51,7.35
Ubicacion,2459,CONECTA_CON,Ubicacion,1686,5.83,6.58
Ubicacion,2460,CONECTA_CON,Ubicacion,3428,3.87,8.0
Ubicacion,2460,CONECTA_CON,Ubicacion,4171,4.03,4.6
Ubicacion,2460,CONECTA_CON,Ubicacion,1480,4.53,5.78
Ubicacion,2461,CONECTA_CON,Ubicacion,820,3.26,6.5
Ubicacion,2461,CONECTA_CON,Ubicacion,2455,6.45,7.82
Ubicacion,2461,CONECTA_CON,Ubicacion,3922,1.56,1.75
Ubicacion,2462,CONECTA_CON,Ubicacion,3104,4.07,8.36
Ubicacion,2462,CONECTA_CON,Ubicacion,3652,3.78,6.35
Ubicacion,2462,CONECTA_CON,Ubicacion,2600,6.75,7.08
Ubicacion,2463,CONECTA_CON,Ubicacion,3742,7.77,9.42
Ubicacion,2463,CONECTA_CON,Ubicacion,727,0.85,1.43
Ubicacion,2463,CONECTA_CON,Ubicacion,3787,6.79,18.8
Ubicacion,2464,CONECTA_CON,Ubicacion,3448,1.62,2.61
Ubicacion,2464,CONECTA_CON,Ubicacion,237,1.53,3.44
Ubicacion,2464,CONECTA_CON,Ubicacion,327,6.45,7.3
Ubicacion,2465,CONECTA_CON,Ubicacion,3944,3.63,5.02
Ubicacion,2465,CONECTA_CON,Ubicacion,4674,9.48,9.65
Ubicacion,2465,CONECTA_CON,Ubicacion,679,6.39,16.07
Ubicacion,2466,CONECTA_CON,Ubicacion,1015,0.83,0.84
Ubicacion,2466,CONECTA_CON,Ubicacion,742,6.2,7.76
Ubicacion,2466,CONECTA_CON,Ubicacion,328,7.3,7.48
Ubicacion,2467,CONECTA_CON,Ubicacion,2361,0.9,1.73
Ubicacion,2467,CONECTA_CON,Ubicacion,3095,8.88,9.25
Ubicacion,2467,CONECTA_CON,Ubicacion,3949,4.86,9.09
Ubicacion,2468,CONECTA_CON,Ubicacion,3954,6.66,7.76
Ubicacion,2468,CONECTA_CON,Ubicacion,3832,1.81,4.4
Ubicacion,2468,CONECTA_CON,Ubicacion,2493,2.19,4.5
Ubicacion,2469,CONECTA_CON,Ubicacion,878,0.9,2.08
Ubicacion,2469,CONECTA_CON,Ubicacion,34,1.22,2.02
Ubicacion,2469,CONECTA_CON,Ubicacion,1373,1.26,3.02
Ubicacion,2470,CONECTA_CON,Ubicacion,1784,7.87,9.84
Ubicacion,2470,CONECTA_CON,Ubicacion,1767,9.0,13.13
Ubicacion,2470,CONECTA_CON,Ubicacion,1064,8.43,9.27
Ubicacion,2471,CONECTA_CON,Ubicacion,4812,2.72,6.55
Ubicacion,2471,CONECTA_CON,Ubicacion,2823,1.83,3.83
Ubicacion,2471,CONECTA_CON,Ubicacion,4226,4.31,6.09
Ubicacion,2472,CONECTA_CON,Ubicacion,4994,1.54,4.6
Ubicacion,2472,CONECTA_CON,Ubicacion,2174,7.24,10.54
Ubicacion,2472,CONECTA_CON,Ubicacion,3324,2.19,3.12
Ubicacion,2473,CONECTA_CON,Ubicacion,462,1.68,2.81
Ubicacion,2473,CONECTA_CON,Ubicacion,1359,4.97,14.34
Ubicacion,2473,CONECTA_CON,Ubicacion,4894,2.5,3.98
Ubicacion,2474,CONECTA_CON,Ubicacion,2919,9.17,14.25
Ubicacion,2474,CONECTA_CON,Ubicacion,4658,1.34,1.43
Ubicacion,2474,CONECTA_CON,Ubicacion,1977,2.34,2.48
Ubicacion,2475,CONECTA_CON,Ubicacion,543,2.65,3.51
Ubicacion,2475,CONECTA_CON,Ubicacion,4143,6.08,11.18
Ubicacion,2475,CONECTA_CON,Ubicacion,2933,3.21,3.26
Ubicacion,2476,CONECTA_CON,Ubicacion,4800,8.73,17.17
Ubicacion,2476,CONECTA_CON,Ubicacion,260,5.3,9.14
Ubicacion,2476,CONECTA_CON,Ubicacion,3882,6.46,9.86
Ubicacion,2477,CONECTA_CON,Ubicacion,1867,3.98,5.73
Ubicacion,2477,CONECTA_CON,Ubicacion,1718,1.84,2.3
Ubicacion,2477,CONECTA_CON,Ubicacion,972,4.18,4.83
Ubicacion,2478,CONECTA_CON,Ubicacion,3638,3.78,4.03
Ubicacion,2478,CONECTA_CON,Ubicacion,2430,4.67,7.35
Ubicacion,2478,CONECTA_CON,Ubicacion,4933,9.93,14.95
Ubicacion,2479,CONECTA_CON,Ubicacion,3708,3.99,7.51
Ubicacion,2479,CONECTA_CON,Ubicacion,3561,7.06,9.43
Ubicacion,2479,CONECTA_CON,Ubicacion,3994,3.31,4.88
Ubicacion,2480,CONECTA_CON,Ubicacion,2215,4.31,7.95
Ubicacion,2480,CONECTA_CON,Ubicacion,1002,2.93,6.24
Ubicacion,2480,CONECTA_CON,Ubicacion,2177,5.45,15.25
Ubicacion,2481,CONECTA_CON,Ubicacion,1234,2.13,4.76
Ubicacion,2481,CONECTA_CON,Ubicacion,4076,0.88,1.48
Ubicacion,2481,CONECTA_CON,Ubicacion,4479,5.97,11.85
Ubicacion,2482,CONECTA_CON,Ubicacion,4370,5.1,5.73
Ubicacion,2482,CONECTA_CON,Ubicacion,3326,0.83,1.41
Ubicacion,2482,CONECTA_CON,Ubicacion,784,7.35,8.71
Ubicacion,2483,CONECTA_CON,Ubicacion,637,6.28,6.7
Ubicacion,2483,CONECTA_CON,Ubicacion,2347,9.07,10.08
Ubicacion,2483,CONECTA_CON,Ubicacion,3669,6.11,8.47
Ubicacion,2484,CONECTA_CON,Ubicacion,148,3.43,6.0
Ubicacion,2484,CONECTA_CON,Ubicacion,3131,9.71,14.37
Ubicacion,2484,CONECTA_CON,Ubicacion,2943,1.51,2.25
Ubicacion,2485,CONECTA_CON,Ubicacion,17,5.82,8.3
Ubicacion,2485,CONECTA_CON,Ubicacion,4106,5.96,16.69
Ubicacion,2485,CONECTA_CON,Ubicacion,3714,1.36,2.88
Ubicacion,2486,CONECTA_CON,Ubicacion,3235,1.01,1.54
Ubicacion,2486,CONECTA_CON,Ubicacion,2264,8.57,10.54
Ubicacion,2486,CONECTA_CON,Ubicacion,2209,7.79,11.94
Ubicacion,2487,CONECTA_CON,Ubicacion,4676,5.54,11.92
Ubicacion,2487,CONECTA_CON,Ubicacion,2557,1.71,1.95
Ubicacion,2487,CONECTA_CON,Ubicacion,4493,7.95,9.8
Ubicacion,2488,CONECTA_CON,Ubicacion,3408,3.52,4.8
Ubicacion,2488,CONECTA_CON,Ubicacion,2393,1.32,1.43
Ubicacion,2488,CONECTA_CON,Ubicacion,668,6.24,9.28
Ubicacion,2489,CONECTA_CON,Ubicacion,3034,0.52,0.7
Ubicacion,2489,CONECTA_CON,Ubicacion,1710,1.46,3.15
Ubicacion,2489,CONECTA_CON,Ubicacion,1069,8.46,9.4
Ubicacion,2490,CONECTA_CON,Ubicacion,4519,6.09,12.96
Ubicacion,2490,CONECTA_CON,Ubicacion,1756,4.57,6.77
Ubicacion,2490,CONECTA_CON,Ubicacion,3141,5.13,5.47
Ubicacion,2491,CONECTA_CON,Ubicacion,4238,3.52,7.57
Ubicacion,2491,CONECTA_CON,Ubicacion,1941,4.41,6.73
Ubicacion,2491,CONECTA_CON,Ubicacion,1616,1.86,2.16
Ubicacion,2492,CONECTA_CON,Ubicacion,3665,2.3,4.59
Ubicacion,2492,CONECTA_CON,Ubicacion,2382,7.07,13.28
Ubicacion,2492,CONECTA_CON,Ubicacion,3889,4.65,6.28
Ubicacion,2493,CONECTA_CON,Ubicacion,1722,2.98,4.37
Ubicacion,2493,CONECTA_CON,Ubicacion,2450,8.49,17.35
Ubicacion,2493,CONECTA_CON,Ubicacion,574,5.51,6.17
Ubicacion,2494,CONECTA_CON,Ubicacion,4104,6.67,9.25
Ubicacion,2494,CONECTA_CON,Ubicacion,2721,5.87,9.88
Ubicacion,2494,CONECTA_CON,Ubicacion,3846,2.63,3.68
Ubicacion,2495,CONECTA_CON,Ubicacion,826,5.61,7.79
Ubicacion,2495,CONECTA_CON,Ubicacion,1620,8.04,11.12
Ubicacion,2495,CONECTA_CON,Ubicacion,3346,4.03,8.79
Ubicacion,2496,CONECTA_CON,Ubicacion,2209,3.2,8.74
Ubicacion,2496,CONECTA_CON,Ubicacion,2475,1.86,2.54
Ubicacion,2496,CONECTA_CON,Ubicacion,3082,6.73,17.25
Ubicacion,2497,CONECTA_CON,Ubicacion,787,8.4,8.45
Ubicacion,2497,CONECTA_CON,Ubicacion,4300,7.77,13.71
Ubicacion,2497,CONECTA_CON,Ubicacion,4677,5.2,11.43
Ubicacion,2498,CONECTA_CON,Ubicacion,2692,3.5,6.23
Ubicacion,2498,CONECTA_CON,Ubicacion,4614,2.48,5.65
Ubicacion,2498,CONECTA_CON,Ubicacion,488,9.22,22.07
Ubicacion,2499,CONECTA_CON,Ubicacion,3957,2.25,5.41
Ubicacion,2499,CONECTA_CON,Ubicacion,2697,6.54,19.46
Ubicacion,2499,CONECTA_CON,Ubicacion,3306,4.73,6.14
Ubicacion,2500,CONECTA_CON,Ubicacion,2418,7.0,8.93
Ubicacion,2500,CONECTA_CON,Ubicacion,75,6.22,11.81
Ubicacion,2500,CONECTA_CON,Ubicacion,2849,7.25,9.58
Ubicacion,2501,CONECTA_CON,Ubicacion,1137,3.29,6.88
Ubicacion,2501,CONECTA_CON,Ubicacion,880,5.81,16.32
Ubicacion,2501,CONECTA_CON,Ubicacion,4983,8.53,8.69
Ubicacion,2502,CONECTA_CON,Ubicacion,46,3.38,3.63
Ubicacion,2502,CONECTA_CON,Ubicacion,2026,4.87,9.27
Ubicacion,2502,CONECTA_CON,Ubicacion,301,8.29,10.01
Ubicacion,2503,CONECTA_CON,Ubicacion,3264,5.63,6.84
Ubicacion,2503,CONECTA_CON,Ubicacion,2123,9.67,27.02
Ubicacion,2503,CONECTA_CON,Ubicacion,2075,5.11,6.14
Ubicacion,2504,CONECTA_CON,Ubicacion,970,2.95,5.96
Ubicacion,2504,CONECTA_CON,Ubicacion,3364,9.15,16.86
Ubicacion,2504,CONECTA_CON,Ubicacion,1048,3.44,7.75
Ubicacion,2505,CONECTA_CON,Ubicacion,1173,2.15,2.34
Ubicacion,2505,CONECTA_CON,Ubicacion,1102,7.57,9.43
Ubicacion,2505,CONECTA_CON,Ubicacion,311,8.95,10.62
Ubicacion,2506,CONECTA_CON,Ubicacion,3288,1.14,3.13
Ubicacion,2506,CONECTA_CON,Ubicacion,3571,3.9,4.4
Ubicacion,2506,CONECTA_CON,Ubicacion,4383,9.31,25.28
Ubicacion,2507,CONECTA_CON,Ubicacion,1972,2.49,4.49
Ubicacion,2507,CONECTA_CON,Ubicacion,4497,6.1,10.08
Ubicacion,2507,CONECTA_CON,Ubicacion,1971,0.58,1.16
Ubicacion,2508,CONECTA_CON,Ubicacion,48,5.73,7.01
Ubicacion,2508,CONECTA_CON,Ubicacion,72,4.11,5.72
Ubicacion,2508,CONECTA_CON,Ubicacion,3260,6.49,13.86
Ubicacion,2509,CONECTA_CON,Ubicacion,4994,6.19,6.52
Ubicacion,2509,CONECTA_CON,Ubicacion,1889,7.27,11.32
Ubicacion,2509,CONECTA_CON,Ubicacion,4592,7.33,8.28
Ubicacion,2510,CONECTA_CON,Ubicacion,1782,5.31,13.78
Ubicacion,2510,CONECTA_CON,Ubicacion,144,7.2,11.63
Ubicacion,2510,CONECTA_CON,Ubicacion,2531,3.26,6.01
Ubicacion,2511,CONECTA_CON,Ubicacion,2258,4.73,9.95
Ubicacion,2511,CONECTA_CON,Ubicacion,2562,6.24,7.72
Ubicacion,2511,CONECTA_CON,Ubicacion,2741,9.79,10.76
Ubicacion,2512,CONECTA_CON,Ubicacion,2806,8.61,18.5
Ubicacion,2512,CONECTA_CON,Ubicacion,4916,3.23,3.86
Ubicacion,2512,CONECTA_CON,Ubicacion,1965,9.37,17.23
Ubicacion,2513,CONECTA_CON,Ubicacion,4327,7.93,22.76
Ubicacion,2513,CONECTA_CON,Ubicacion,2535,6.15,16.91
Ubicacion,2513,CONECTA_CON,Ubicacion,643,2.38,5.71
Ubicacion,2514,CONECTA_CON,Ubicacion,3113,2.98,8.63
Ubicacion,2514,CONECTA_CON,Ubicacion,3949,0.5,0.69
Ubicacion,2514,CONECTA_CON,Ubicacion,4233,4.71,8.77
Ubicacion,2515,CONECTA_CON,Ubicacion,3405,8.11,11.75
Ubicacion,2515,CONECTA_CON,Ubicacion,1652,8.98,17.24
Ubicacion,2515,CONECTA_CON,Ubicacion,3960,0.59,0.94
Ubicacion,2516,CONECTA_CON,Ubicacion,4800,2.05,2.14
Ubicacion,2516,CONECTA_CON,Ubicacion,4476,6.4,17.59
Ubicacion,2516,CONECTA_CON,Ubicacion,1944,0.71,0.87
Ubicacion,2517,CONECTA_CON,Ubicacion,3898,7.39,8.23
Ubicacion,2517,CONECTA_CON,Ubicacion,3335,2.35,4.21
Ubicacion,2517,CONECTA_CON,Ubicacion,1901,9.07,13.19
Ubicacion,2518,CONECTA_CON,Ubicacion,973,2.64,2.89
Ubicacion,2518,CONECTA_CON,Ubicacion,2251,8.72,9.93
Ubicacion,2518,CONECTA_CON,Ubicacion,4111,6.92,8.86
Ubicacion,2519,CONECTA_CON,Ubicacion,3940,2.22,3.07
Ubicacion,2519,CONECTA_CON,Ubicacion,2090,7.14,19.94
Ubicacion,2519,CONECTA_CON,Ubicacion,1806,6.18,17.14
Ubicacion,2520,CONECTA_CON,Ubicacion,2594,7.02,14.23
Ubicacion,2520,CONECTA_CON,Ubicacion,1534,9.09,10.82
Ubicacion,2520,CONECTA_CON,Ubicacion,4428,1.6,2.45
Ubicacion,2521,CONECTA_CON,Ubicacion,4611,3.91,10.44
Ubicacion,2521,CONECTA_CON,Ubicacion,7,6.24,10.03
Ubicacion,2521,CONECTA_CON,Ubicacion,680,0.89,0.98
Ubicacion,2522,CONECTA_CON,Ubicacion,3684,6.96,7.84
Ubicacion,2522,CONECTA_CON,Ubicacion,1867,8.72,15.79
Ubicacion,2522,CONECTA_CON,Ubicacion,166,8.69,11.34
Ubicacion,2523,CONECTA_CON,Ubicacion,3356,4.02,5.23
Ubicacion,2523,CONECTA_CON,Ubicacion,3172,9.18,9.49
Ubicacion,2523,CONECTA_CON,Ubicacion,2922,8.9,16.22
Ubicacion,2524,CONECTA_CON,Ubicacion,121,4.83,4.98
Ubicacion,2524,CONECTA_CON,Ubicacion,1783,2.7,2.71
Ubicacion,2524,CONECTA_CON,Ubicacion,3472,4.4,4.44
Ubicacion,2525,CONECTA_CON,Ubicacion,4660,6.39,10.32
Ubicacion,2525,CONECTA_CON,Ubicacion,4187,3.59,4.05
Ubicacion,2525,CONECTA_CON,Ubicacion,1211,6.5,6.63
Ubicacion,2526,CONECTA_CON,Ubicacion,3262,8.52,8.63
Ubicacion,2526,CONECTA_CON,Ubicacion,356,7.87,10.14
Ubicacion,2526,CONECTA_CON,Ubicacion,4224,1.59,1.79
Ubicacion,2527,CONECTA_CON,Ubicacion,3142,1.35,2.29
Ubicacion,2527,CONECTA_CON,Ubicacion,3328,3.27,6.04
Ubicacion,2527,CONECTA_CON,Ubicacion,4134,2.05,4.56
Ubicacion,2528,CONECTA_CON,Ubicacion,2888,2.2,3.56
Ubicacion,2528,CONECTA_CON,Ubicacion,702,9.89,24.07
Ubicacion,2528,CONECTA_CON,Ubicacion,3973,2.69,2.89
Ubicacion,2529,CONECTA_CON,Ubicacion,1421,0.74,0.78
Ubicacion,2529,CONECTA_CON,Ubicacion,1114,7.85,12.42
Ubicacion,2529,CONECTA_CON,Ubicacion,3412,4.55,6.93
Ubicacion,2530,CONECTA_CON,Ubicacion,1163,1.71,3.07
Ubicacion,2530,CONECTA_CON,Ubicacion,972,8.19,24.1
Ubicacion,2530,CONECTA_CON,Ubicacion,4731,2.69,5.65
Ubicacion,2531,CONECTA_CON,Ubicacion,3038,9.76,13.78
Ubicacion,2531,CONECTA_CON,Ubicacion,2296,8.15,18.65
Ubicacion,2531,CONECTA_CON,Ubicacion,480,4.79,5.33
Ubicacion,2532,CONECTA_CON,Ubicacion,822,0.54,0.58
Ubicacion,2532,CONECTA_CON,Ubicacion,633,8.65,17.03
Ubicacion,2532,CONECTA_CON,Ubicacion,2936,2.6,3.13
Ubicacion,2533,CONECTA_CON,Ubicacion,1906,6.73,9.7
Ubicacion,2533,CONECTA_CON,Ubicacion,1820,5.59,7.64
Ubicacion,2533,CONECTA_CON,Ubicacion,4796,2.99,4.77
Ubicacion,2534,CONECTA_CON,Ubicacion,863,7.04,17.64
Ubicacion,2534,CONECTA_CON,Ubicacion,2307,3.02,6.21
Ubicacion,2534,CONECTA_CON,Ubicacion,425,7.34,14.53
Ubicacion,2535,CONECTA_CON,Ubicacion,4027,6.49,9.41
Ubicacion,2535,CONECTA_CON,Ubicacion,2991,9.68,9.73
Ubicacion,2535,CONECTA_CON,Ubicacion,2888,5.16,8.23
Ubicacion,2536,CONECTA_CON,Ubicacion,447,2.93,3.34
Ubicacion,2536,CONECTA_CON,Ubicacion,524,2.34,4.31
Ubicacion,2536,CONECTA_CON,Ubicacion,3617,9.83,17.89
Ubicacion,2537,CONECTA_CON,Ubicacion,2852,4.66,6.84
Ubicacion,2537,CONECTA_CON,Ubicacion,1805,3.63,4.68
Ubicacion,2537,CONECTA_CON,Ubicacion,3658,3.46,5.34
Ubicacion,2538,CONECTA_CON,Ubicacion,288,6.09,6.18
Ubicacion,2538,CONECTA_CON,Ubicacion,3868,7.86,8.99
Ubicacion,2538,CONECTA_CON,Ubicacion,701,3.45,7.47
Ubicacion,2539,CONECTA_CON,Ubicacion,1559,4.71,8.14
Ubicacion,2539,CONECTA_CON,Ubicacion,666,7.12,15.55
Ubicacion,2539,CONECTA_CON,Ubicacion,1869,5.43,12.02
Ubicacion,2540,CONECTA_CON,Ubicacion,2224,0.6,0.81
Ubicacion,2540,CONECTA_CON,Ubicacion,3999,5.12,5.21
Ubicacion,2540,CONECTA_CON,Ubicacion,59,8.14,11.83
Ubicacion,2541,CONECTA_CON,Ubicacion,4483,8.54,11.96
Ubicacion,2541,CONECTA_CON,Ubicacion,97,1.68,2.27
Ubicacion,2541,CONECTA_CON,Ubicacion,1910,4.33,8.44
Ubicacion,2542,CONECTA_CON,Ubicacion,1402,4.03,6.01
Ubicacion,2542,CONECTA_CON,Ubicacion,589,6.12,10.51
Ubicacion,2542,CONECTA_CON,Ubicacion,2196,1.13,1.28
Ubicacion,2543,CONECTA_CON,Ubicacion,4229,7.3,8.14
Ubicacion,2543,CONECTA_CON,Ubicacion,835,8.28,12.13
Ubicacion,2543,CONECTA_CON,Ubicacion,993,8.82,14.38
Ubicacion,2544,CONECTA_CON,Ubicacion,4204,2.56,4.28
Ubicacion,2544,CONECTA_CON,Ubicacion,2263,2.93,5.55
Ubicacion,2544,CONECTA_CON,Ubicacion,4148,6.56,18.56
Ubicacion,2545,CONECTA_CON,Ubicacion,1914,4.04,5.53
Ubicacion,2545,CONECTA_CON,Ubicacion,4356,8.7,25.03
Ubicacion,2545,CONECTA_CON,Ubicacion,177,6.17,12.72
Ubicacion,2546,CONECTA_CON,Ubicacion,2739,2.04,2.2
Ubicacion,2546,CONECTA_CON,Ubicacion,2060,1.06,1.15
Ubicacion,2546,CONECTA_CON,Ubicacion,1185,3.06,4.89
Ubicacion,2547,CONECTA_CON,Ubicacion,4444,1.56,2.64
Ubicacion,2547,CONECTA_CON,Ubicacion,1058,9.72,12.48
Ubicacion,2547,CONECTA_CON,Ubicacion,2249,8.7,19.87
Ubicacion,2548,CONECTA_CON,Ubicacion,3876,6.49,7.48
Ubicacion,2548,CONECTA_CON,Ubicacion,982,4.32,4.47
Ubicacion,2548,CONECTA_CON,Ubicacion,4332,6.53,7.91
Ubicacion,2549,CONECTA_CON,Ubicacion,2756,6.69,12.95
Ubicacion,2549,CONECTA_CON,Ubicacion,1926,4.02,11.75
Ubicacion,2549,CONECTA_CON,Ubicacion,1053,9.69,11.97
Ubicacion,2550,CONECTA_CON,Ubicacion,3087,9.18,9.88
Ubicacion,2550,CONECTA_CON,Ubicacion,3355,2.23,3.34
Ubicacion,2550,CONECTA_CON,Ubicacion,4317,6.29,10.17
Ubicacion,2551,CONECTA_CON,Ubicacion,2401,3.74,3.95
Ubicacion,2551,CONECTA_CON,Ubicacion,4413,0.64,1.56
Ubicacion,2551,CONECTA_CON,Ubicacion,2505,5.28,6.15
Ubicacion,2552,CONECTA_CON,Ubicacion,4453,8.55,10.69
Ubicacion,2552,CONECTA_CON,Ubicacion,1089,0.9,1.48
Ubicacion,2552,CONECTA_CON,Ubicacion,3467,7.41,19.43
Ubicacion,2553,CONECTA_CON,Ubicacion,272,7.65,10.95
Ubicacion,2553,CONECTA_CON,Ubicacion,1274,4.42,4.54
Ubicacion,2553,CONECTA_CON,Ubicacion,879,6.69,14.81
Ubicacion,2554,CONECTA_CON,Ubicacion,4073,8.61,21.23
Ubicacion,2554,CONECTA_CON,Ubicacion,2791,7.3,11.68
Ubicacion,2554,CONECTA_CON,Ubicacion,1061,6.47,10.49
Ubicacion,2555,CONECTA_CON,Ubicacion,1905,1.53,2.62
Ubicacion,2555,CONECTA_CON,Ubicacion,80,2.29,6.39
Ubicacion,2555,CONECTA_CON,Ubicacion,2713,3.49,5.78
Ubicacion,2556,CONECTA_CON,Ubicacion,3163,1.97,4.58
Ubicacion,2556,CONECTA_CON,Ubicacion,3996,2.18,2.32
Ubicacion,2556,CONECTA_CON,Ubicacion,1258,3.88,11.48
Ubicacion,2557,CONECTA_CON,Ubicacion,275,7.48,16.11
Ubicacion,2557,CONECTA_CON,Ubicacion,3207,4.22,6.74
Ubicacion,2557,CONECTA_CON,Ubicacion,3996,3.4,6.36
Ubicacion,2558,CONECTA_CON,Ubicacion,1401,9.04,13.02
Ubicacion,2558,CONECTA_CON,Ubicacion,1662,1.72,4.95
Ubicacion,2558,CONECTA_CON,Ubicacion,4354,2.16,3.95
Ubicacion,2559,CONECTA_CON,Ubicacion,2546,1.78,4.41
Ubicacion,2559,CONECTA_CON,Ubicacion,3903,5.98,10.55
Ubicacion,2559,CONECTA_CON,Ubicacion,2952,2.83,4.0
Ubicacion,2560,CONECTA_CON,Ubicacion,1039,9.01,11.15
Ubicacion,2560,CONECTA_CON,Ubicacion,4825,4.88,10.77
Ubicacion,2560,CONECTA_CON,Ubicacion,2539,8.29,11.83
Ubicacion,2561,CONECTA_CON,Ubicacion,2269,7.32,10.93
Ubicacion,2561,CONECTA_CON,Ubicacion,16,0.55,1.55
Ubicacion,2561,CONECTA_CON,Ubicacion,548,2.44,2.57
Ubicacion,2562,CONECTA_CON,Ubicacion,1267,6.91,10.93
Ubicacion,2562,CONECTA_CON,Ubicacion,38,2.14,6.26
Ubicacion,2562,CONECTA_CON,Ubicacion,897,1.43,1.76
Ubicacion,2563,CONECTA_CON,Ubicacion,2439,9.03,10.58
Ubicacion,2563,CONECTA_CON,Ubicacion,3540,6.1,9.04
Ubicacion,2563,CONECTA_CON,Ubicacion,4294,5.09,6.94
Ubicacion,2564,CONECTA_CON,Ubicacion,4306,1.88,5.24
Ubicacion,2564,CONECTA_CON,Ubicacion,4556,2.97,6.22
Ubicacion,2564,CONECTA_CON,Ubicacion,1453,5.98,6.38
Ubicacion,2565,CONECTA_CON,Ubicacion,2462,3.57,4.27
Ubicacion,2565,CONECTA_CON,Ubicacion,3101,8.96,13.4
Ubicacion,2565,CONECTA_CON,Ubicacion,4340,2.03,2.34
Ubicacion,2566,CONECTA_CON,Ubicacion,2414,0.79,1.03
Ubicacion,2566,CONECTA_CON,Ubicacion,4640,3.47,4.0
Ubicacion,2566,CONECTA_CON,Ubicacion,2998,2.01,2.09
Ubicacion,2567,CONECTA_CON,Ubicacion,3718,9.63,11.22
Ubicacion,2567,CONECTA_CON,Ubicacion,2670,4.66,8.95
Ubicacion,2567,CONECTA_CON,Ubicacion,2968,1.23,2.45
Ubicacion,2568,CONECTA_CON,Ubicacion,2994,3.1,3.18
Ubicacion,2568,CONECTA_CON,Ubicacion,4725,4.9,5.08
Ubicacion,2568,CONECTA_CON,Ubicacion,2359,7.78,10.28
Ubicacion,2569,CONECTA_CON,Ubicacion,298,4.6,4.7
Ubicacion,2569,CONECTA_CON,Ubicacion,451,2.57,2.84
Ubicacion,2569,CONECTA_CON,Ubicacion,2028,6.46,11.6
Ubicacion,2570,CONECTA_CON,Ubicacion,2860,4.43,6.47
Ubicacion,2570,CONECTA_CON,Ubicacion,261,1.59,3.6
Ubicacion,2570,CONECTA_CON,Ubicacion,1999,9.78,12.78
Ubicacion,2571,CONECTA_CON,Ubicacion,1944,0.68,1.04
Ubicacion,2571,CONECTA_CON,Ubicacion,2657,9.96,18.95
Ubicacion,2571,CONECTA_CON,Ubicacion,4780,0.99,1.1
Ubicacion,2572,CONECTA_CON,Ubicacion,1108,5.53,9.87
Ubicacion,2572,CONECTA_CON,Ubicacion,787,0.87,1.05
Ubicacion,2572,CONECTA_CON,Ubicacion,4163,2.12,3.03
Ubicacion,2573,CONECTA_CON,Ubicacion,2089,8.82,14.82
Ubicacion,2573,CONECTA_CON,Ubicacion,1610,7.19,12.46
Ubicacion,2573,CONECTA_CON,Ubicacion,3649,3.92,6.74
Ubicacion,2574,CONECTA_CON,Ubicacion,3437,8.33,13.32
Ubicacion,2574,CONECTA_CON,Ubicacion,2148,9.42,24.81
Ubicacion,2574,CONECTA_CON,Ubicacion,4380,2.2,3.56
Ubicacion,2575,CONECTA_CON,Ubicacion,2923,7.45,7.9
Ubicacion,2575,CONECTA_CON,Ubicacion,2435,9.38,10.4
